pid,turkid,similarity,item,sd_item_one,sd_item_two,mean_item_one,mean_item_two,sd_focal,sd_other,mean_focal,mean_other,value_id,value
433,A1KQWBK5WHCNYQ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,14,21
433,A1KQWBK5WHCNYQ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,15,23
433,A1KQWBK5WHCNYQ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,16,23
433,A1KQWBK5WHCNYQ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,17,23
433,A1KQWBK5WHCNYQ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,18,23
433,A1KQWBK5WHCNYQ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,19,23
433,A1KQWBK5WHCNYQ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,20,31
433,A1KQWBK5WHCNYQ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,21,31
433,A1KQWBK5WHCNYQ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,22,31
433,A1KQWBK5WHCNYQ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,23,31
433,A1KQWBK5WHCNYQ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,24,31
441,AYPOAY43REHC8,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,0,7
441,AYPOAY43REHC8,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,1,9
441,AYPOAY43REHC8,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,2,9
441,AYPOAY43REHC8,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,3,13
441,AYPOAY43REHC8,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,4,13
441,AYPOAY43REHC8,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,5,13
441,AYPOAY43REHC8,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,6,17
441,AYPOAY43REHC8,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,7,17
441,AYPOAY43REHC8,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,8,17
441,AYPOAY43REHC8,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,9,19
441,AYPOAY43REHC8,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,10,19
441,AYPOAY43REHC8,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,11,19
441,AYPOAY43REHC8,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,12,19
441,AYPOAY43REHC8,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,13,21
441,AYPOAY43REHC8,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,14,23
441,AYPOAY43REHC8,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,15,23
441,AYPOAY43REHC8,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,16,23
441,AYPOAY43REHC8,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,17,25
441,AYPOAY43REHC8,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,18,25
441,AYPOAY43REHC8,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,19,27
441,AYPOAY43REHC8,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,20,31
441,AYPOAY43REHC8,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,21,31
441,AYPOAY43REHC8,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,22,33
441,AYPOAY43REHC8,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,23,33
441,AYPOAY43REHC8,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,24,39
436,AMPMTF5IAAMK8,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,0,11
436,AMPMTF5IAAMK8,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,1,11
436,AMPMTF5IAAMK8,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,2,11
436,AMPMTF5IAAMK8,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,3,11
436,AMPMTF5IAAMK8,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,4,13
436,AMPMTF5IAAMK8,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,5,13
436,AMPMTF5IAAMK8,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,6,13
436,AMPMTF5IAAMK8,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,7,13
436,AMPMTF5IAAMK8,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,8,13
436,AMPMTF5IAAMK8,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,9,13
436,AMPMTF5IAAMK8,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,10,13
436,AMPMTF5IAAMK8,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,11,15
436,AMPMTF5IAAMK8,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,12,15
436,AMPMTF5IAAMK8,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,13,15
436,AMPMTF5IAAMK8,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,14,15
436,AMPMTF5IAAMK8,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,15,17
436,AMPMTF5IAAMK8,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,16,17
436,AMPMTF5IAAMK8,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,17,19
436,AMPMTF5IAAMK8,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,18,21
436,AMPMTF5IAAMK8,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,19,21
436,AMPMTF5IAAMK8,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,20,23
436,AMPMTF5IAAMK8,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,21,23
436,AMPMTF5IAAMK8,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,22,25
436,AMPMTF5IAAMK8,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,23,25
436,AMPMTF5IAAMK8,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,24,27
443,A3TDA1NWHNQFE3,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,0,17
443,A3TDA1NWHNQFE3,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,1,17
443,A3TDA1NWHNQFE3,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,2,19
443,A3TDA1NWHNQFE3,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,3,19
443,A3TDA1NWHNQFE3,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,4,21
443,A3TDA1NWHNQFE3,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,5,21
443,A3TDA1NWHNQFE3,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,6,21
443,A3TDA1NWHNQFE3,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,7,21
443,A3TDA1NWHNQFE3,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,8,21
443,A3TDA1NWHNQFE3,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,9,23
443,A3TDA1NWHNQFE3,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,10,23
443,A3TDA1NWHNQFE3,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,11,23
443,A3TDA1NWHNQFE3,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,12,23
443,A3TDA1NWHNQFE3,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,13,23
443,A3TDA1NWHNQFE3,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,14,25
443,A3TDA1NWHNQFE3,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,15,25
443,A3TDA1NWHNQFE3,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,16,25
443,A3TDA1NWHNQFE3,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,17,25
443,A3TDA1NWHNQFE3,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,18,27
443,A3TDA1NWHNQFE3,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,19,27
443,A3TDA1NWHNQFE3,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,20,27
443,A3TDA1NWHNQFE3,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,21,27
443,A3TDA1NWHNQFE3,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,22,27
443,A3TDA1NWHNQFE3,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,23,29
443,A3TDA1NWHNQFE3,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,24,29
287,A2SSC9PR4KPNPQ,Similar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,0,15
287,A2SSC9PR4KPNPQ,Similar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,1,17
287,A2SSC9PR4KPNPQ,Similar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,2,19
287,A2SSC9PR4KPNPQ,Similar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,3,21
287,A2SSC9PR4KPNPQ,Similar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,4,23
287,A2SSC9PR4KPNPQ,Similar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,5,23
287,A2SSC9PR4KPNPQ,Similar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,6,23
287,A2SSC9PR4KPNPQ,Similar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,7,23
287,A2SSC9PR4KPNPQ,Similar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,8,25
287,A2SSC9PR4KPNPQ,Similar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,9,25
287,A2SSC9PR4KPNPQ,Similar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,10,25
287,A2SSC9PR4KPNPQ,Similar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,11,25
287,A2SSC9PR4KPNPQ,Similar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,12,25
287,A2SSC9PR4KPNPQ,Similar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,13,27
287,A2SSC9PR4KPNPQ,Similar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,14,29
287,A2SSC9PR4KPNPQ,Similar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,15,29
287,A2SSC9PR4KPNPQ,Similar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,16,29
287,A2SSC9PR4KPNPQ,Similar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,17,31
287,A2SSC9PR4KPNPQ,Similar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,18,31
287,A2SSC9PR4KPNPQ,Similar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,19,33
287,A2SSC9PR4KPNPQ,Similar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,20,33
287,A2SSC9PR4KPNPQ,Similar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,21,33
287,A2SSC9PR4KPNPQ,Similar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,22,35
287,A2SSC9PR4KPNPQ,Similar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,23,35
287,A2SSC9PR4KPNPQ,Similar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,24,35
624,A10O5YR01H865K,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,0,11
624,A10O5YR01H865K,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,1,13
624,A10O5YR01H865K,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,2,15
624,A10O5YR01H865K,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,3,15
624,A10O5YR01H865K,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,4,17
624,A10O5YR01H865K,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,5,19
624,A10O5YR01H865K,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,6,21
624,A10O5YR01H865K,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,7,21
624,A10O5YR01H865K,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,8,21
624,A10O5YR01H865K,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,9,21
624,A10O5YR01H865K,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,10,21
624,A10O5YR01H865K,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,11,21
624,A10O5YR01H865K,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,12,21
624,A10O5YR01H865K,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,13,23
624,A10O5YR01H865K,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,14,23
624,A10O5YR01H865K,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,15,23
624,A10O5YR01H865K,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,16,23
624,A10O5YR01H865K,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,17,23
624,A10O5YR01H865K,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,18,25
624,A10O5YR01H865K,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,19,25
624,A10O5YR01H865K,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,20,25
624,A10O5YR01H865K,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,21,27
624,A10O5YR01H865K,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,22,27
624,A10O5YR01H865K,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,23,31
624,A10O5YR01H865K,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,24,31
488,ATR0C90ELOATI,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,0,3
488,ATR0C90ELOATI,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,1,3
488,ATR0C90ELOATI,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,2,7
488,ATR0C90ELOATI,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,3,9
488,ATR0C90ELOATI,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,4,9
488,ATR0C90ELOATI,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,5,9
488,ATR0C90ELOATI,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,6,9
488,ATR0C90ELOATI,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,7,15
488,ATR0C90ELOATI,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,8,15
488,ATR0C90ELOATI,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,9,15
488,ATR0C90ELOATI,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,10,15
488,ATR0C90ELOATI,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,11,21
488,ATR0C90ELOATI,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,12,21
488,ATR0C90ELOATI,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,13,21
488,ATR0C90ELOATI,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,14,21
488,ATR0C90ELOATI,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,15,21
488,ATR0C90ELOATI,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,16,35
488,ATR0C90ELOATI,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,17,35
488,ATR0C90ELOATI,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,18,39
488,ATR0C90ELOATI,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,19,39
488,ATR0C90ELOATI,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,20,39
488,ATR0C90ELOATI,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,21,39
488,ATR0C90ELOATI,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,22,39
488,ATR0C90ELOATI,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,23,41
488,ATR0C90ELOATI,Dissimilar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,24,41
490,AZLKAW3V1GRPH,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,0,11
490,AZLKAW3V1GRPH,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,1,17
490,AZLKAW3V1GRPH,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,2,17
490,AZLKAW3V1GRPH,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,3,17
490,AZLKAW3V1GRPH,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,4,19
490,AZLKAW3V1GRPH,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,5,19
490,AZLKAW3V1GRPH,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,6,21
490,AZLKAW3V1GRPH,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,7,21
490,AZLKAW3V1GRPH,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,8,21
490,AZLKAW3V1GRPH,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,9,21
490,AZLKAW3V1GRPH,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,10,23
490,AZLKAW3V1GRPH,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,11,23
490,AZLKAW3V1GRPH,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,12,23
490,AZLKAW3V1GRPH,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,13,25
490,AZLKAW3V1GRPH,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,14,25
490,AZLKAW3V1GRPH,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,15,25
490,AZLKAW3V1GRPH,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,16,25
490,AZLKAW3V1GRPH,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,17,25
490,AZLKAW3V1GRPH,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,18,27
490,AZLKAW3V1GRPH,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,19,27
490,AZLKAW3V1GRPH,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,20,27
490,AZLKAW3V1GRPH,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,21,29
490,AZLKAW3V1GRPH,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,22,29
490,AZLKAW3V1GRPH,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,23,31
490,AZLKAW3V1GRPH,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,24,31
434,A3GVWRFSNOA0UF,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,0,19
434,A3GVWRFSNOA0UF,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,1,19
434,A3GVWRFSNOA0UF,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,2,19
434,A3GVWRFSNOA0UF,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,3,21
434,A3GVWRFSNOA0UF,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,4,21
434,A3GVWRFSNOA0UF,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,5,21
434,A3GVWRFSNOA0UF,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,6,21
434,A3GVWRFSNOA0UF,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,7,21
434,A3GVWRFSNOA0UF,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,8,21
434,A3GVWRFSNOA0UF,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,9,23
434,A3GVWRFSNOA0UF,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,10,23
434,A3GVWRFSNOA0UF,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,11,23
434,A3GVWRFSNOA0UF,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,12,23
434,A3GVWRFSNOA0UF,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,13,23
434,A3GVWRFSNOA0UF,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,14,23
434,A3GVWRFSNOA0UF,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,15,23
434,A3GVWRFSNOA0UF,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,16,23
434,A3GVWRFSNOA0UF,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,17,25
434,A3GVWRFSNOA0UF,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,18,25
434,A3GVWRFSNOA0UF,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,19,25
434,A3GVWRFSNOA0UF,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,20,25
434,A3GVWRFSNOA0UF,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,21,25
434,A3GVWRFSNOA0UF,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,22,27
434,A3GVWRFSNOA0UF,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,23,27
434,A3GVWRFSNOA0UF,Dissimilar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,24,29
614,A1F9FWFLASH192,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,0,13
614,A1F9FWFLASH192,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,1,15
614,A1F9FWFLASH192,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,2,19
614,A1F9FWFLASH192,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,3,19
614,A1F9FWFLASH192,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,4,19
614,A1F9FWFLASH192,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,5,19
614,A1F9FWFLASH192,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,6,21
614,A1F9FWFLASH192,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,7,23
614,A1F9FWFLASH192,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,8,23
614,A1F9FWFLASH192,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,9,23
614,A1F9FWFLASH192,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,10,23
614,A1F9FWFLASH192,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,11,25
614,A1F9FWFLASH192,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,12,25
614,A1F9FWFLASH192,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,13,25
614,A1F9FWFLASH192,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,14,25
614,A1F9FWFLASH192,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,15,27
614,A1F9FWFLASH192,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,16,29
614,A1F9FWFLASH192,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,17,29
614,A1F9FWFLASH192,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,18,29
614,A1F9FWFLASH192,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,19,29
614,A1F9FWFLASH192,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,20,31
614,A1F9FWFLASH192,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,21,33
614,A1F9FWFLASH192,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,22,35
614,A1F9FWFLASH192,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,23,37
614,A1F9FWFLASH192,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,24,37
489,A2AMQX0BQZXG9N,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,0,5
489,A2AMQX0BQZXG9N,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,1,11
489,A2AMQX0BQZXG9N,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,2,11
489,A2AMQX0BQZXG9N,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,3,15
489,A2AMQX0BQZXG9N,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,4,19
489,A2AMQX0BQZXG9N,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,5,21
489,A2AMQX0BQZXG9N,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,6,23
489,A2AMQX0BQZXG9N,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,7,23
489,A2AMQX0BQZXG9N,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,8,25
489,A2AMQX0BQZXG9N,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,9,25
489,A2AMQX0BQZXG9N,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,10,27
489,A2AMQX0BQZXG9N,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,11,27
489,A2AMQX0BQZXG9N,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,12,29
489,A2AMQX0BQZXG9N,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,13,29
