pid,turkid,item,sd_item_one,sd_item_two,mean_item_one,mean_item_two,sd_focal,sd_other,mean_focal,mean_other,value_id,value
151,A31DI99CWPTJBK,item_one,High,High,38.0,12.0,High,High,38.0,12.0,25,47
117,A31Y2UA2LPDSWZ,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,0,27
117,A31Y2UA2LPDSWZ,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,1,29
117,A31Y2UA2LPDSWZ,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,2,29
117,A31Y2UA2LPDSWZ,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,3,31
117,A31Y2UA2LPDSWZ,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,4,31
117,A31Y2UA2LPDSWZ,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,5,31
117,A31Y2UA2LPDSWZ,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,6,33
117,A31Y2UA2LPDSWZ,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,7,33
117,A31Y2UA2LPDSWZ,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,8,33
117,A31Y2UA2LPDSWZ,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,9,33
117,A31Y2UA2LPDSWZ,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,10,35
117,A31Y2UA2LPDSWZ,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,11,35
117,A31Y2UA2LPDSWZ,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,12,35
117,A31Y2UA2LPDSWZ,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,13,35
117,A31Y2UA2LPDSWZ,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,14,35
117,A31Y2UA2LPDSWZ,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,15,37
117,A31Y2UA2LPDSWZ,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,16,37
117,A31Y2UA2LPDSWZ,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,17,37
117,A31Y2UA2LPDSWZ,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,18,39
117,A31Y2UA2LPDSWZ,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,19,39
117,A31Y2UA2LPDSWZ,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,20,39
117,A31Y2UA2LPDSWZ,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,21,41
117,A31Y2UA2LPDSWZ,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,22,41
117,A31Y2UA2LPDSWZ,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,23,43
117,A31Y2UA2LPDSWZ,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,24,43
117,A31Y2UA2LPDSWZ,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,25,45
158,A3O1I9MATO3ZZN,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,0,27
158,A3O1I9MATO3ZZN,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,1,27
158,A3O1I9MATO3ZZN,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,2,33
158,A3O1I9MATO3ZZN,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,3,33
158,A3O1I9MATO3ZZN,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,4,33
158,A3O1I9MATO3ZZN,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,5,37
158,A3O1I9MATO3ZZN,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,6,37
158,A3O1I9MATO3ZZN,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,7,37
158,A3O1I9MATO3ZZN,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,8,37
158,A3O1I9MATO3ZZN,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,9,37
158,A3O1I9MATO3ZZN,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,10,37
158,A3O1I9MATO3ZZN,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,11,37
158,A3O1I9MATO3ZZN,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,12,37
158,A3O1I9MATO3ZZN,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,13,37
158,A3O1I9MATO3ZZN,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,14,39
158,A3O1I9MATO3ZZN,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,15,39
158,A3O1I9MATO3ZZN,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,16,39
158,A3O1I9MATO3ZZN,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,17,39
158,A3O1I9MATO3ZZN,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,18,39
158,A3O1I9MATO3ZZN,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,19,41
158,A3O1I9MATO3ZZN,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,20,41
158,A3O1I9MATO3ZZN,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,21,41
158,A3O1I9MATO3ZZN,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,22,47
158,A3O1I9MATO3ZZN,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,23,47
158,A3O1I9MATO3ZZN,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,24,47
158,A3O1I9MATO3ZZN,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,25,47
71,A2WYIUYK779QR8,item_one,High,High,38.0,12.0,High,High,38.0,12.0,0,29
71,A2WYIUYK779QR8,item_one,High,High,38.0,12.0,High,High,38.0,12.0,1,31
71,A2WYIUYK779QR8,item_one,High,High,38.0,12.0,High,High,38.0,12.0,2,33
71,A2WYIUYK779QR8,item_one,High,High,38.0,12.0,High,High,38.0,12.0,3,33
71,A2WYIUYK779QR8,item_one,High,High,38.0,12.0,High,High,38.0,12.0,4,33
71,A2WYIUYK779QR8,item_one,High,High,38.0,12.0,High,High,38.0,12.0,5,35
71,A2WYIUYK779QR8,item_one,High,High,38.0,12.0,High,High,38.0,12.0,6,35
71,A2WYIUYK779QR8,item_one,High,High,38.0,12.0,High,High,38.0,12.0,7,37
71,A2WYIUYK779QR8,item_one,High,High,38.0,12.0,High,High,38.0,12.0,8,37
71,A2WYIUYK779QR8,item_one,High,High,38.0,12.0,High,High,38.0,12.0,9,39
71,A2WYIUYK779QR8,item_one,High,High,38.0,12.0,High,High,38.0,12.0,10,39
71,A2WYIUYK779QR8,item_one,High,High,38.0,12.0,High,High,38.0,12.0,11,39
71,A2WYIUYK779QR8,item_one,High,High,38.0,12.0,High,High,38.0,12.0,12,41
71,A2WYIUYK779QR8,item_one,High,High,38.0,12.0,High,High,38.0,12.0,13,41
71,A2WYIUYK779QR8,item_one,High,High,38.0,12.0,High,High,38.0,12.0,14,41
71,A2WYIUYK779QR8,item_one,High,High,38.0,12.0,High,High,38.0,12.0,15,43
71,A2WYIUYK779QR8,item_one,High,High,38.0,12.0,High,High,38.0,12.0,16,43
71,A2WYIUYK779QR8,item_one,High,High,38.0,12.0,High,High,38.0,12.0,17,43
71,A2WYIUYK779QR8,item_one,High,High,38.0,12.0,High,High,38.0,12.0,18,43
71,A2WYIUYK779QR8,item_one,High,High,38.0,12.0,High,High,38.0,12.0,19,43
71,A2WYIUYK779QR8,item_one,High,High,38.0,12.0,High,High,38.0,12.0,20,45
71,A2WYIUYK779QR8,item_one,High,High,38.0,12.0,High,High,38.0,12.0,21,45
71,A2WYIUYK779QR8,item_one,High,High,38.0,12.0,High,High,38.0,12.0,22,47
71,A2WYIUYK779QR8,item_one,High,High,38.0,12.0,High,High,38.0,12.0,23,47
71,A2WYIUYK779QR8,item_one,High,High,38.0,12.0,High,High,38.0,12.0,24,47
71,A2WYIUYK779QR8,item_one,High,High,38.0,12.0,High,High,38.0,12.0,25,49
66,A396U3HHP2ECZI,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,0,1
66,A396U3HHP2ECZI,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,1,3
66,A396U3HHP2ECZI,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,2,3
66,A396U3HHP2ECZI,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,3,3
66,A396U3HHP2ECZI,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,4,5
66,A396U3HHP2ECZI,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,5,7
66,A396U3HHP2ECZI,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,6,7
66,A396U3HHP2ECZI,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,7,9
66,A396U3HHP2ECZI,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,8,9
66,A396U3HHP2ECZI,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,9,9
66,A396U3HHP2ECZI,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,10,11
66,A396U3HHP2ECZI,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,11,11
66,A396U3HHP2ECZI,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,12,13
66,A396U3HHP2ECZI,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,13,13
66,A396U3HHP2ECZI,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,14,25
66,A396U3HHP2ECZI,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,15,25
66,A396U3HHP2ECZI,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,16,25
66,A396U3HHP2ECZI,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,17,25
66,A396U3HHP2ECZI,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,18,25
66,A396U3HHP2ECZI,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,19,25
66,A396U3HHP2ECZI,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,20,25
66,A396U3HHP2ECZI,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,21,25
66,A396U3HHP2ECZI,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,22,25
66,A396U3HHP2ECZI,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,23,25
66,A396U3HHP2ECZI,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,24,25
66,A396U3HHP2ECZI,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,25,25
114,AKQWJ8Y1TMHX0,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,0,25
114,AKQWJ8Y1TMHX0,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,1,25
114,AKQWJ8Y1TMHX0,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,2,27
114,AKQWJ8Y1TMHX0,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,3,27
114,AKQWJ8Y1TMHX0,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,4,29
114,AKQWJ8Y1TMHX0,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,5,31
114,AKQWJ8Y1TMHX0,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,6,31
114,AKQWJ8Y1TMHX0,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,7,31
114,AKQWJ8Y1TMHX0,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,8,31
114,AKQWJ8Y1TMHX0,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,9,33
114,AKQWJ8Y1TMHX0,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,10,33
114,AKQWJ8Y1TMHX0,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,11,33
114,AKQWJ8Y1TMHX0,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,12,35
114,AKQWJ8Y1TMHX0,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,13,35
114,AKQWJ8Y1TMHX0,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,14,35
114,AKQWJ8Y1TMHX0,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,15,35
114,AKQWJ8Y1TMHX0,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,16,35
114,AKQWJ8Y1TMHX0,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,17,37
114,AKQWJ8Y1TMHX0,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,18,37
114,AKQWJ8Y1TMHX0,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,19,37
114,AKQWJ8Y1TMHX0,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,20,37
114,AKQWJ8Y1TMHX0,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,21,39
114,AKQWJ8Y1TMHX0,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,22,39
114,AKQWJ8Y1TMHX0,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,23,39
114,AKQWJ8Y1TMHX0,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,24,39
114,AKQWJ8Y1TMHX0,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,25,41
118,A2T5M93NYLSGRY,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,0,7
118,A2T5M93NYLSGRY,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,1,11
118,A2T5M93NYLSGRY,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,2,11
118,A2T5M93NYLSGRY,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,3,13
118,A2T5M93NYLSGRY,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,4,19
118,A2T5M93NYLSGRY,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,5,19
118,A2T5M93NYLSGRY,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,6,21
118,A2T5M93NYLSGRY,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,7,21
118,A2T5M93NYLSGRY,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,8,23
118,A2T5M93NYLSGRY,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,9,23
118,A2T5M93NYLSGRY,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,10,27
118,A2T5M93NYLSGRY,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,11,31
118,A2T5M93NYLSGRY,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,12,31
118,A2T5M93NYLSGRY,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,13,35
118,A2T5M93NYLSGRY,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,14,35
118,A2T5M93NYLSGRY,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,15,35
118,A2T5M93NYLSGRY,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,16,35
118,A2T5M93NYLSGRY,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,17,37
118,A2T5M93NYLSGRY,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,18,37
118,A2T5M93NYLSGRY,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,19,37
118,A2T5M93NYLSGRY,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,20,37
118,A2T5M93NYLSGRY,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,21,39
118,A2T5M93NYLSGRY,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,22,39
118,A2T5M93NYLSGRY,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,23,39
118,A2T5M93NYLSGRY,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,24,41
118,A2T5M93NYLSGRY,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,25,41
86,A22BMTQBS4SW12,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,0,29
86,A22BMTQBS4SW12,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,1,29
86,A22BMTQBS4SW12,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,2,31
86,A22BMTQBS4SW12,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,3,31
86,A22BMTQBS4SW12,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,4,33
86,A22BMTQBS4SW12,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,5,33
86,A22BMTQBS4SW12,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,6,35
86,A22BMTQBS4SW12,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,7,35
86,A22BMTQBS4SW12,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,8,35
86,A22BMTQBS4SW12,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,9,35
86,A22BMTQBS4SW12,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,10,35
86,A22BMTQBS4SW12,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,11,37
86,A22BMTQBS4SW12,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,12,37
86,A22BMTQBS4SW12,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,13,37
86,A22BMTQBS4SW12,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,14,37
86,A22BMTQBS4SW12,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,15,37
86,A22BMTQBS4SW12,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,16,37
86,A22BMTQBS4SW12,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,17,37
86,A22BMTQBS4SW12,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,18,37
86,A22BMTQBS4SW12,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,19,37
86,A22BMTQBS4SW12,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,20,37
86,A22BMTQBS4SW12,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,21,37
86,A22BMTQBS4SW12,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,22,37
86,A22BMTQBS4SW12,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,23,37
86,A22BMTQBS4SW12,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,24,37
86,A22BMTQBS4SW12,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,25,37
54,A29IH4NCOUNIAM,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,0,29
54,A29IH4NCOUNIAM,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,1,29
54,A29IH4NCOUNIAM,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,2,29
54,A29IH4NCOUNIAM,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,3,31
54,A29IH4NCOUNIAM,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,4,31
54,A29IH4NCOUNIAM,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,5,31
54,A29IH4NCOUNIAM,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,6,31
54,A29IH4NCOUNIAM,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,7,31
54,A29IH4NCOUNIAM,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,8,33
54,A29IH4NCOUNIAM,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,9,33
54,A29IH4NCOUNIAM,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,10,33
54,A29IH4NCOUNIAM,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,11,33
54,A29IH4NCOUNIAM,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,12,33
54,A29IH4NCOUNIAM,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,13,35
54,A29IH4NCOUNIAM,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,14,35
54,A29IH4NCOUNIAM,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,15,35
54,A29IH4NCOUNIAM,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,16,35
54,A29IH4NCOUNIAM,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,17,35
54,A29IH4NCOUNIAM,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,18,37
54,A29IH4NCOUNIAM,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,19,37
54,A29IH4NCOUNIAM,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,20,37
54,A29IH4NCOUNIAM,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,21,37
54,A29IH4NCOUNIAM,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,22,37
54,A29IH4NCOUNIAM,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,23,37
54,A29IH4NCOUNIAM,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,24,39
54,A29IH4NCOUNIAM,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,25,39
127,A8WORW0ZT3995,item_one,High,High,38.0,12.0,High,High,38.0,12.0,0,29
127,A8WORW0ZT3995,item_one,High,High,38.0,12.0,High,High,38.0,12.0,1,29
127,A8WORW0ZT3995,item_one,High,High,38.0,12.0,High,High,38.0,12.0,2,33
127,A8WORW0ZT3995,item_one,High,High,38.0,12.0,High,High,38.0,12.0,3,33
127,A8WORW0ZT3995,item_one,High,High,38.0,12.0,High,High,38.0,12.0,4,33
127,A8WORW0ZT3995,item_one,High,High,38.0,12.0,High,High,38.0,12.0,5,33
127,A8WORW0ZT3995,item_one,High,High,38.0,12.0,High,High,38.0,12.0,6,35
127,A8WORW0ZT3995,item_one,High,High,38.0,12.0,High,High,38.0,12.0,7,35
127,A8WORW0ZT3995,item_one,High,High,38.0,12.0,High,High,38.0,12.0,8,35
127,A8WORW0ZT3995,item_one,High,High,38.0,12.0,High,High,38.0,12.0,9,35
127,A8WORW0ZT3995,item_one,High,High,38.0,12.0,High,High,38.0,12.0,10,37
127,A8WORW0ZT3995,item_one,High,High,38.0,12.0,High,High,38.0,12.0,11,37
127,A8WORW0ZT3995,item_one,High,High,38.0,12.0,High,High,38.0,12.0,12,37
127,A8WORW0ZT3995,item_one,High,High,38.0,12.0,High,High,38.0,12.0,13,37
127,A8WORW0ZT3995,item_one,High,High,38.0,12.0,High,High,38.0,12.0,14,37
127,A8WORW0ZT3995,item_one,High,High,38.0,12.0,High,High,38.0,12.0,15,37
127,A8WORW0ZT3995,item_one,High,High,38.0,12.0,High,High,38.0,12.0,16,39
127,A8WORW0ZT3995,item_one,High,High,38.0,12.0,High,High,38.0,12.0,17,39
127,A8WORW0ZT3995,item_one,High,High,38.0,12.0,High,High,38.0,12.0,18,39
127,A8WORW0ZT3995,item_one,High,High,38.0,12.0,High,High,38.0,12.0,19,41
127,A8WORW0ZT3995,item_one,High,High,38.0,12.0,High,High,38.0,12.0,20,43
127,A8WORW0ZT3995,item_one,High,High,38.0,12.0,High,High,38.0,12.0,21,43
127,A8WORW0ZT3995,item_one,High,High,38.0,12.0,High,High,38.0,12.0,22,45
127,A8WORW0ZT3995,item_one,High,High,38.0,12.0,High,High,38.0,12.0,23,45
127,A8WORW0ZT3995,item_one,High,High,38.0,12.0,High,High,38.0,12.0,24,47
127,A8WORW0ZT3995,item_one,High,High,38.0,12.0,High,High,38.0,12.0,25,47
75,A30GCTXJ17JC3I,item_one,High,High,38.0,12.0,High,High,38.0,12.0,0,29
75,A30GCTXJ17JC3I,item_one,High,High,38.0,12.0,High,High,38.0,12.0,1,29
75,A30GCTXJ17JC3I,item_one,High,High,38.0,12.0,High,High,38.0,12.0,2,29
75,A30GCTXJ17JC3I,item_one,High,High,38.0,12.0,High,High,38.0,12.0,3,29
75,A30GCTXJ17JC3I,item_one,High,High,38.0,12.0,High,High,38.0,12.0,4,29
75,A30GCTXJ17JC3I,item_one,High,High,38.0,12.0,High,High,38.0,12.0,5,29
75,A30GCTXJ17JC3I,item_one,High,High,38.0,12.0,High,High,38.0,12.0,6,29
75,A30GCTXJ17JC3I,item_one,High,High,38.0,12.0,High,High,38.0,12.0,7,29
75,A30GCTXJ17JC3I,item_one,High,High,38.0,12.0,High,High,38.0,12.0,8,29
75,A30GCTXJ17JC3I,item_one,High,High,38.0,12.0,High,High,38.0,12.0,9,29
75,A30GCTXJ17JC3I,item_one,High,High,38.0,12.0,High,High,38.0,12.0,10,31
75,A30GCTXJ17JC3I,item_one,High,High,38.0,12.0,High,High,38.0,12.0,11,31
75,A30GCTXJ17JC3I,item_one,High,High,38.0,12.0,High,High,38.0,12.0,12,31
75,A30GCTXJ17JC3I,item_one,High,High,38.0,12.0,High,High,38.0,12.0,13,31
75,A30GCTXJ17JC3I,item_one,High,High,38.0,12.0,High,High,38.0,12.0,14,31
75,A30GCTXJ17JC3I,item_one,High,High,38.0,12.0,High,High,38.0,12.0,15,31
75,A30GCTXJ17JC3I,item_one,High,High,38.0,12.0,High,High,38.0,12.0,16,33
75,A30GCTXJ17JC3I,item_one,High,High,38.0,12.0,High,High,38.0,12.0,17,33
75,A30GCTXJ17JC3I,item_one,High,High,38.0,12.0,High,High,38.0,12.0,18,33
75,A30GCTXJ17JC3I,item_one,High,High,38.0,12.0,High,High,38.0,12.0,19,33
75,A30GCTXJ17JC3I,item_one,High,High,38.0,12.0,High,High,38.0,12.0,20,39
75,A30GCTXJ17JC3I,item_one,High,High,38.0,12.0,High,High,38.0,12.0,21,39
75,A30GCTXJ17JC3I,item_one,High,High,38.0,12.0,High,High,38.0,12.0,22,39
75,A30GCTXJ17JC3I,item_one,High,High,38.0,12.0,High,High,38.0,12.0,23,39
75,A30GCTXJ17JC3I,item_one,High,High,38.0,12.0,High,High,38.0,12.0,24,41
75,A30GCTXJ17JC3I,item_one,High,High,38.0,12.0,High,High,38.0,12.0,25,41
226,ADGE1P244LWYU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,0,17
226,ADGE1P244LWYU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,1,17
226,ADGE1P244LWYU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,2,17
226,ADGE1P244LWYU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,3,17
226,ADGE1P244LWYU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,4,17
226,ADGE1P244LWYU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,5,29
226,ADGE1P244LWYU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,6,29
226,ADGE1P244LWYU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,7,29
226,ADGE1P244LWYU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,8,29
226,ADGE1P244LWYU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,9,29
226,ADGE1P244LWYU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,10,31
226,ADGE1P244LWYU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,11,31
226,ADGE1P244LWYU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,12,31
226,ADGE1P244LWYU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,13,31
226,ADGE1P244LWYU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,14,35
226,ADGE1P244LWYU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,15,35
226,ADGE1P244LWYU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,16,37
226,ADGE1P244LWYU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,17,37
226,ADGE1P244LWYU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,18,37
226,ADGE1P244LWYU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,19,37
226,ADGE1P244LWYU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,20,37
